platform_id,monitoring_point_id,distance_km,reachable
P001,J001,9.235021994731454,1
P001,J002,4.796681095561982,1
P001,J003,4.338136382777018,1
P001,J004,12.067457548297076,1
P001,J005,6.18704548310577,1
P001,J006,4.041860416142308,1
P001,J007,2.4586900617632947,1
P001,J008,14.138682511930169,1
P001,J009,12.92944261131013,1
P001,J010,14.969737377442677,1
P001,J011,2.2095691061320744,1
P001,J012,3.4471858156461046,1
P001,J013,2.4467864205068577,1
P001,J014,15.964784765291824,1
P001,J015,5.646622898748135,1
P001,J016,3.187766771415227,1
P001,J017,13.953210325802672,1
P001,J018,5.0991594791888195,1
P001,J019,10.507713414936973,1
P001,J020,3.2870840916238753,1
P001,J021,4.5492152510067045,1
P001,J022,14.552137826629462,1
P001,J023,11.976689899663054,1
P001,J024,0.28812142955264514,1
P001,J025,11.245604997137333,1
P001,J026,7.359793348162369,1
P001,J027,3.887133562969617,1
P001,J028,17.085008616965176,1
P001,J029,12.760201433784385,1
P001,J030,2.4724813188078167,1
P001,J031,5.34704857400285,1
P001,J032,11.452606070425599,1
P001,J033,13.282265311232774,1
P001,J034,12.152007705795896,1
P001,J035,5.278924447277996,1
P001,J036,7.91319650140294,1
P001,J037,15.420564234857277,1
P001,J038,3.0542002361452982,1
P001,J039,6.824347036971547,1
P001,J040,5.228313477068913,1
P001,J041,2.9827731313643215,1
P001,J042,14.701088730221395,1
P001,J043,10.764767970516305,1
P001,J044,5.063261303995819,1
P001,J045,13.75479852333883,1
P001,J046,4.947291563746872,1
P001,J047,9.275796181309763,1
P001,J048,3.34589345423311,1
P001,J049,11.002298381412405,1
P001,J050,12.217008874243218,1
P001,J051,13.761457266210387,1
P001,J052,12.114917287378434,1
P001,J053,2.998084391359418,1
P001,J054,11.077187164474898,1
P001,J055,14.694905574666876,1
P001,J056,2.7328053002503614,1
P001,J057,10.768799273367565,1
P001,J058,9.348960579663457,1
P001,J059,4.239290481612027,1
P001,J060,9.593097384695614,1
P001,J061,0.6266293913960482,1
P001,J062,13.544960410847855,1
P001,J063,15.771517974501391,1
P001,J064,13.443696197453816,1
P001,J065,3.5462650671409643,1
P001,J066,16.456027177259063,1
P001,J067,6.608770956848196,1
P001,J068,5.121336262669942,1
P001,J069,3.4872863190423917,1
P001,J070,2.770878161623952,1
P001,J071,14.089654187436972,1
P001,J072,9.657554224923624,1
P001,J073,3.9745118457621746,1
P001,J074,11.421911387980344,1
P001,J075,4.101650818921702,1
P001,J076,5.809655992518157,1
P001,J077,9.145074666466087,1
P001,J078,13.379861634613274,1
P001,J079,4.072477956553566,1
P001,J080,10.961937665621754,1
P001,J081,0.3503639684851035,1
P001,J082,9.172631960303423,1
P001,J083,13.10274555658691,1
P001,J084,13.799424647540185,1
P001,J085,2.507959896223542,1
P001,J086,11.69369469646979,1
P001,J087,15.677616740437053,1
P001,J088,2.302765132262641,1
P001,J089,14.759115223448935,1
P001,J090,14.068527313291261,1
P001,J091,4.826430818703963,1
P001,J092,14.511050453074583,1
P001,J093,10.864310440921583,1
P001,J094,13.456589245354872,1
P001,J095,4.37741581303498,1
P001,J096,2.0115534539754956,1
P001,J097,10.748651182223876,1
P001,J098,0.5008362629933382,1
P001,J099,18.18397972674849,1
P001,J100,9.978109875603147,1
P001,J101,1.101278739262223,1
P001,J102,8.50309854935824,1
P001,J103,4.810111087379772,1
P001,J104,10.230628296890798,1
P001,J105,9.877592709102425,1
P001,J106,14.76742923414466,1
P001,J107,8.428039615111468,1
P001,J108,2.9976189785593226,1
P001,J109,2.665378763842882,1
P001,J110,14.473067307245188,1
P001,J111,4.949184103489602,1
P001,J112,15.272360357853241,1
P001,J113,16.38593623383,1
P001,J114,4.775031594606388,1
P001,J115,11.538518286703539,1
P001,J116,8.903008448042995,1
P001,J117,2.926533796172139,1
P001,J118,9.832732017096676,1
P001,J119,15.145397388865964,1
P001,J120,13.018181138840013,1
P001,J121,4.957139819439692,1
P001,J122,12.060247730165596,1
P001,J123,5.980597937177678,1
P001,J124,6.324394762386562,1
P001,J125,3.7044903525922175,1
P001,J126,3.0863444403672453,1
P001,J127,8.660971814009143,1
P001,J128,1.7877715965365892,1
P001,J129,3.477595824949911,1
P001,J130,5.266031997794877,1
P001,J131,3.9911677095331832,1
P001,J132,8.245726053522862,1
P001,J133,1.7329092218136264,1
P001,J134,3.9902919601353988,1
P001,J135,13.696993150185211,1
P001,J136,13.237869816994356,1
P001,J137,14.509468052250138,1
P001,J138,1.7884737962153006,1
P001,J139,13.611784697552574,1
P001,J140,12.482657043911507,1
P001,J141,13.61177161617718,1
P001,J142,1.3816844060508569,1
P001,J143,8.26615492357959,1
P001,J144,8.890750800851501,1
P001,J145,5.002918187109264,1
P001,J146,5.785144216903024,1
P001,J147,9.067886623862067,1
P001,J148,12.974095118052885,1
P001,J149,9.617598706119887,1
P001,J150,9.449862431936403,1
P001,J151,14.904803657912284,1
P001,J152,9.230186840042826,1
P001,J153,13.594772808969783,1
P001,J154,10.142063127963935,1
P001,J155,7.938741831119203,1
P001,J156,4.467884860118365,1
P001,J157,11.646891984355253,1
P001,J158,2.6652507892955075,1
P001,J159,6.364471604635546,1
P001,J160,3.7811107075778345,1
P001,J161,8.732665249923182,1
P001,J162,9.258709078555963,1
P001,J163,8.347196615506908,1
P001,J164,6.03126445683642,1
P001,J165,8.151967142927917,1
P001,J166,5.026244217720018,1
P001,J167,4.139912227927498,1
P001,J168,10.744613823606018,1
P001,J169,12.340568763255746,1
P001,J170,4.944629575541211,1
P001,J171,1.4951609360709026,1
P001,J172,4.152234566422695,1
P001,J173,6.562116018936683,1
P001,J174,6.330470736478804,1
P001,J175,7.321438194732004,1
P001,J176,12.713541042717404,1
P001,J177,5.011984229256248,1
P001,J178,14.152910179753011,1
P001,J179,8.60712849581813,1
P001,J180,16.997794458899115,1
P001,J181,8.127049927694964,1
P001,J182,15.039821451604693,1
P001,J183,13.041574748458975,1
P001,J184,7.972293659051818,1
P001,J185,9.078635277164706,1
P001,J186,9.029352105814962,1
P001,J187,5.1257002688827935,1
P001,J188,9.181894984870095,1
P001,J189,5.559515930715212,1
P001,J190,2.9611497679424854,1
P001,J191,2.2266869276089656,1
P001,J192,15.888955723363754,1
P001,J193,8.86105137986811,1
