platform_id,monitoring_point_id,distance_km,reachable
P001,J001,,0
P001,J002,2.8313723613029023,1
P001,J003,3.1590443648108795,1
P001,J004,,0
P001,J005,4.61056342064719,1
P001,J006,5.172111249213663,1
P001,J007,9.06424938127504,1
P001,J008,1.1049842560653096,1
P001,J009,8.81026794948807,1
P001,J010,1.3827176065441138,1
P001,J011,8.20959500812708,1
P001,J012,10.503696949071264,1
P001,J013,3.8365736564003727,1
P001,J014,2.973568054558419,1
P001,J015,7.65494985463352,1
P001,J016,7.593657441708644,1
P001,J017,4.879143810465452,1
P001,J018,8.459994747739767,1
P001,J019,3.795548627059708,1
P001,J020,3.0918549979698464,1
P001,J021,4.240073467713261,1
P001,J022,11.57830675521642,1
P001,J023,0.9901469436345407,1
P001,J024,3.524498229870984,1
P001,J025,9.134665922056284,1
P001,J026,10.421683579547471,1
P001,J027,3.263103183079825,1
P001,J028,,0
P001,J029,3.2432519073547463,1
P001,J030,7.5705147074426,1
P001,J031,9.219815075050246,1
P001,J032,3.045911066097302,1
P001,J033,3.3254051522279946,1
P001,J034,7.66712709841553,1
P001,J035,2.931997712946453,1
P001,J036,10.487827928491301,1
P001,J037,3.041418079520776,1
P001,J038,6.454898473500215,1
P001,J039,4.411538232952576,1
P001,J040,4.55276120236869,1
P001,J041,5.620312155861455,1
P001,J042,2.683302850784755,1
P001,J043,9.085213880520147,1
P001,J044,8.237382710544297,1
P001,J045,11.106892541671657,1
P001,J046,9.371737078819825,1
P001,J047,3.529054766219339,1
P001,J048,4.456109351448322,1
P001,J049,4.845001698907026,1
P001,J050,10.607271055632138,1
P002,J001,12.846706371029354,1
P002,J002,5.368952447131605,1
P002,J003,2.573148717594366,1
P002,J004,13.650956372881012,1
P002,J005,8.560640927967363,1
P002,J006,3.3832167418079253,1
P002,J007,13.348104286123952,1
P002,J008,2.289802447905842,1
P002,J009,12.454947757075342,1
P002,J010,4.366910492791444,1
P002,J011,12.518183794714899,1
P002,J012,13.649000521360733,1
P002,J013,6.909315237465608,1
P002,J014,5.631686242559424,1
P002,J015,11.847267565267227,1
P002,J016,11.902926307723622,1
P002,J017,4.145551630235587,1
P002,J018,,0
P002,J019,6.767596803487003,1
P002,J020,2.943726591691229,1
P002,J021,7.219803007705042,1
P002,J022,15.52702492237108,1
P002,J023,3.9155200520424494,1
P002,J024,7.793454492033149,1
P002,J025,12.933582528943514,1
P002,J026,8.652898083544901,1
P002,J027,0.49202101028589873,1
P002,J028,12.946848650212507,1
P002,J029,5.480318463220141,1
P002,J030,8.483908172203737,1
P002,J031,,0
P002,J032,2.4009284279599488,1
P002,J033,6.303401365063731,1
P002,J034,11.957969177101347,1
P002,J035,5.566129329157552,1
P002,J036,14.485644799849124,1
P002,J037,0.07801335636263168,1
P002,J038,9.185022087421647,1
P002,J039,8.35929830893254,1
P002,J040,8.486106960615588,1
P002,J041,8.544952733472979,1
P002,J042,4.83093519975685,1
P002,J043,12.860939245985657,1
P002,J044,5.98525021858433,1
P002,J045,8.371440516379383,1
P002,J046,7.312091899008172,1
P002,J047,0.8248618282010559,1
P002,J048,4.621071191693107,1
P002,J049,7.566293459575355,1
P002,J050,,0
P003,J001,13.226954702846895,1
P003,J002,0.7347483633405713,1
P003,J003,8.110641259257365,1
P003,J004,13.211980902746445,1
P003,J005,4.654979566049085,1
P003,J006,10.111130886336655,1
P003,J007,5.668257511617285,1
P003,J008,3.709643554109152,1
P003,J009,7.339709079456955,1
P003,J010,2.3984044828034943,1
P003,J011,4.565385333924008,1
P003,J012,9.026343107224587,1
P003,J013,3.0288055324508134,1
P003,J014,0.8047393451748209,1
P003,J015,5.3973797546675595,1
P003,J016,4.247996165865745,1
